yaw,latitude,rotationMatrix_m2.1,rotationMatrix_m2.3,rotationMatrix_m2.2,rotationMatrix_m3.2,rotationMatrix_m1.1,rotationMatrix_m1.2,rotationMatrix_m1.3,rotationMatrix_m3.3,rotationMatrix_m3.1,roll,quaternion_x,quaternion_w,quaternion_z,quaternion_y,userAccel_x,userAccel_z,userAccel_y,longitude,velocity,altitude,magneticField_z,magneticField_y,magneticField_x,magneticField_accuracy,acceleration_z,acceleration_y,acceleration_x,acceleration_timestamp,rotationRate_y,rotationRate_z,rotationRate_x,pitch,timestamp
0.03765296075486579,59.40778311085336,-0.025875769555568695,0.7262981534004211,0.6868926286697388,-0.7263779044151306,0.9980500340461731,-0.02353224903345108,0.05781295523047447,0.6849442720413208,-0.05680272355675697,-0.08420575663780026,0.3956681605258427,0.917862677322311,0.0006383091257776101,-0.031218091131635962,0.0019200034439563751,0.023170650005340576,-0.015065431594848633,17.944938349803436,-1.0,25.16514778137207,0.0,0.0,0.0,-1,-0.66632080078125,-0.7394561767578125,-0.0525970458984375,768123.23362275,0.11520913243293762,0.08816633373498917,-0.046490378677845,0.8129211661139387,2024-03-15 12:39:04 +0000
-0.23025433862730868,59.40778311085336,0.22446990013122559,0.1806589663028717,0.9575884342193604,-0.2232275903224945,0.9574311375617981,-0.18219175934791565,-0.2239011824131012,0.9577215909957886,0.18149060010910034,0.22966046505202967,0.10261719680452756,0.9839641234443798,-0.10332227752284398,0.10299963157933881,-0.006371855735778809,-0.034008145332336426,0.031168535351753235,17.944938349803436,-1.0,25.16514778137207,0.0,0.0,0.0,-1,-0.9956512451171875,-0.1549072265625,0.228057861328125,768123.7311197501,-0.6155288815498352,-1.4631823301315308,-0.3464900851249695,0.18165640141874173,2024-03-15 12:39:04 +0000
-0.32588245990677345,59.40778311085336,0.3166433274745941,0.1474974900484085,0.9370066523551941,-0.2010456770658493,0.9376190304756165,-0.2856556475162506,-0.19817008078098297,0.9690062403678894,0.1435532122850418,0.20172694456208212,0.0888905660615503,0.9802591796744874,-0.1536070640089596,0.08715126167459497,0.022746682167053223,0.0007140636444091797,-0.018426641821861267,17.944938349803436,-1.0,25.16514778137207,0.0,0.0,0.0,-1,-0.9652099609375,-0.1635284423828125,0.22247314453125,768124.2385661667,-0.10681559145450592,0.7664616703987122,-0.025418613106012344,0.14803760633324797,2024-03-15 12:39:04 +0000
-0.23212128997257167,59.40778311085336,0.22201459109783173,0.261871337890625,0.9392192959785461,-0.29897964000701904,0.962805449962616,-0.16875503957271576,-0.21101528406143188,0.9417515397071838,0.1539975106716156,0.22042605380408742,0.14303371436543014,0.9802775604079255,-0.09965791124811615,0.09308914122603948,-0.02336268126964569,-0.008581042289733887,0.010803163051605225,17.944938349803436,-1.0,25.16514778137207,0.0,0.0,0.0,-1,-0.9489288330078125,-0.250274658203125,0.1878204345703125,768124.7460131667,0.008023830130696297,-0.09265904873609543,0.10713011771440506,0.26496070268109095,2024-03-15 12:39:04 +0000
-0.09937300434818508,59.40778311085336,0.08697707951068878,0.48103609681129456,0.8723756670951843,-0.48883190751075745,0.9846799969673157,-0.002030562609434128,-0.17435939610004425,0.8591874241828918,0.15113012492656708,0.20021630349403555,0.25155363943616915,0.9638779932811495,-0.023085814913273398,0.08442186886474991,-0.03724391758441925,-0.008946061134338379,0.04436001181602478,17.944938349803436,-1.0,25.16514778137207,0.0,0.0,0.0,-1,-0.8668670654296875,-0.4383392333984375,0.1309967041015625,768125.2435091251,1.478162169456482,0.8186460733413696,1.214996576309204,0.5018361914565311,2024-03-15 12:39:04 +0000
0.12022116308037874,59.40778311085336,-0.056580934673547745,0.8817185163497925,0.46837085485458374,-0.8700355291366577,0.9879257082939148,0.15384089946746826,-0.018324270844459534,0.4714200496673584,0.14422689378261566,0.038850801136753314,0.5118922790383331,0.8555287121122962,0.0614888295953632,0.0475002066466122,0.09356841444969177,0.02096545696258545,0.018894970417022705,17.944938349803436,-1.0,25.16514778137207,0.0,0.0,0.0,-1,-0.4440155029296875,-0.8647308349609375,0.109649658203125,768125.741005125,-0.43264877796173096,0.7914769053459167,0.8412194848060608,1.079492615526762,2024-03-15 12:39:04 +0000
0.6884539131269568,59.40778311085336,-0.28114140033721924,0.896767258644104,0.34171348810195923,-0.8789860010147095,0.9286321997642517,0.33258920907974243,0.1643979698419571,0.4108307361602783,0.24207808077335358,-0.3806442259988536,0.5422379579861374,0.8187149569510784,0.18740668046957099,0.023720131106321422,0.042266592383384705,-0.0810973048210144,-0.03829139471054077,17.944938349803436,-1.0,25.16514778137207,0.0,0.0,0.0,-1,-0.49822998046875,-0.9345245361328125,-0.11260986328125,768126.23850225,0.413703054189682,0.6878171563148499,0.2483288049697876,1.112408999272581,2024-03-15 12:39:04 +0000
1.4168440242229128,59.40778311085336,-0.4340045750141144,0.8983898758888245,0.06734892725944519,-0.9518176913261414,0.8677842020988464,0.29917797446250916,0.3967910408973694,0.18828891217708588,0.24205493927001953,-1.1277322100039011,0.6348516353897701,0.7285984142339484,0.2515729220440629,-0.053093750073701755,-0.010176211595535278,0.01621568202972412,0.03289604187011719,17.944938349803436,-1.0,25.16514778137207,0.0,0.0,0.0,-1,-0.17510986328125,-0.861907958984375,-0.4044189453125,768126.7359992501,0.10118968784809113,0.2799191176891327,0.6637039184570312,1.1160896406930312,2024-03-15 12:39:04 +0000
1.894978418139854,59.40778311085336,-0.2083388715982437,0.9755479097366333,-0.07000960409641266,-0.9437247514724731,0.9204453229904175,0.32323741912841797,0.21976804733276367,0.002902887761592865,0.3307194113731384,-1.557588274290591,0.7049028424003851,0.6806869611968787,0.19523522288978468,0.0407497786442589,-0.00919012725353241,0.021671295166015625,0.010200560092926025,17.944938349803436,-1.0,25.144916534423828,0.0,0.0,0.0,-1,0.0123291015625,-0.974517822265625,-0.2191009521484375,768127.2334954167,0.14001335203647614,-0.13569554686546326,0.017427118495106697,1.3492004160098232,2024-03-15 12:39:10 +0000
0.8837478369424051,59.40778311085336,-0.15836799144744873,0.9787949919700623,0.12992289662361145,-0.9422556757926941,0.9445704221725464,0.30866527557373047,0.11185897886753082,0.17160402238368988,0.2875869870185852,-0.5776701611957205,0.6409062937703267,0.7493493200128556,0.1558129377585962,0.058626860984362664,0.006756424903869629,-0.02787397801876068,0.005482614040374756,17.944938349803436,-1.0,25.144916534423828,0.0,0.0,0.0,-1,-0.1967926025390625,-0.9725341796875,-0.096282958984375,768127.7409424167,-0.05086483061313629,-0.055308274924755096,0.2291392832994461,1.3644939725818268,2024-03-15 12:39:10 +0000
